"x1","x2","x3","x4","x5","x6","x7","y"
-0.343969962550352,-1.25129589164285,1.08009073659665,"artisan",0.0868788909128535,-0.866732497721347,-1.32674010021986,5.59239899155031
0.96905211803424,0.651767364382598,-0.097742545840839,"artisan",-0.386451311036406,-1.54466190107251,-1.62816971822175,4.61209333302802
1.01388816237845,0.237511125162524,0.502020723479459,"artisan",-0.489721901768941,1.49291723728313,2.4633084788245,-3.40021161678082
-1.46232547294719,-1.73776014625365,1.8964208155793,"industrial",0.54943375103834,-0.87693177683025,0.156629819550326,5.45170450018844
0.752500816357429,-0.961315329926752,2.21198805245078,"artisan",-1.0606563122335,0.677190734211031,0.17292190240255,1.09260648589457
-0.68995918251922,-0.0217019147982769,-0.975169545632413,"industrial",-1.03019824561734,-0.160533626917558,-0.84004019947329,6.67097164546431
-0.156672236214445,-0.101352134364922,-0.850089735480415,"classic",0.282112881743575,-0.793490484678043,-1.86478377574098,6.75396676241594
0.574203697163694,-1.71597266579001,-2.13207157854267,"classic",-0.00723631105745854,0.302565004332037,-1.19045588326535,3.02357582635632
-1.10849726187594,-0.0242910697595004,0.834626922201154,"industrial",-1.22043633391343,-1.16602716755676,-1.27140142470344,8.3742797993112
0.0435627316734341,0.753426837277881,-0.720533025057997,"artisan",-0.051618548065388,0.93436278915556,-1.58371843552682,6.20152855327238
1.35055978947298,-0.688587173021161,0.152369006558112,"artisan",1.14911847923289,1.08533109053237,0.354123953777862,-0.971489991289564
0.301177386507741,-0.138299403313236,1.57893058044236,"artisan",-3.15889856930931,-1.24464759985813,1.03599139527737,1.62018571294953
0.397800341165552,1.07867946504011,-1.07636913763458,"industrial",-0.944429495318867,0.0456364928027461,-1.94865992281422,6.63505541260747
0.330308797443425,-2.12581119492203,-0.937299280495418,"classic",0.881846381698998,-0.669020046908345,0.636296820242451,-0.804231941898243
-0.493724355672313,-0.725129733272504,-0.49266950480319,"classic",0.437501217210981,-0.643535779553186,0.513574072135782,2.44228682590812
-0.147203498948484,-0.792677166136197,1.82462757135521,"artisan",0.0600173340939386,-0.320831988703117,-0.265206340154679,3.29696146491952
-1.05235620393319,1.64145602098591,1.06808789886018,"artisan",-0.742028019845118,-0.21568325785094,-0.440725023476924,7.4614022401296
0.622379132734964,0.269365307210386,-0.6125735662875,"artisan",-1.34920932939434,-2.3600575414282,0.614351315571703,1.41592767981899
-0.11287923443815,-1.80160986167188,-1.29286055384916,"industrial",-0.0651225544005155,1.02365724535666,-2.22807773308091,6.38963339562302
-1.72811647430847,-0.360436809592669,0.353358006241142,"industrial",-0.743652243520662,1.65824035797947,0.755390791676061,6.00083220650988
1.12626516397754,-2.23128633884987,-0.437851902736714,"classic",0.304134902274246,1.52053017454853,0.519825202464824,-1.59542593159027
-0.426480236343677,-1.46156549134297,0.647280746465681,"classic",-1.35089594192758,1.96043921460074,-1.28070210280285,6.10195814942947
-1.27586020384347,-2.18249761895237,-0.206471878981126,"industrial",-0.983176461772005,-0.47386381549568,0.238303689861857,4.8416172590029
-0.333624378506046,1.13228587768574,-1.66216746582794,"artisan",-1.20441940718493,-0.474360020079787,-1.65623383257607,7.97710326148738
0.708051438844971,0.634220558644587,-0.364064509764149,"artisan",-0.399436026363043,0.757172367672291,-2.52217958392992,6.9342188681293
-1.05808304979199,0.571886350021422,-0.284416229864478,"industrial",0.645623373420721,1.6692231670254,-0.809161154699202,6.9860352124325
0.197752735760745,-0.537312902106452,0.0388475741346402,"industrial",-1.02895970891567,0.156378492367805,-1.07426742884457,4.63507596038678
