"x1","x2","x3","x4","x5","x6","y"
0.366772969131139,-1.6517626499809,"jazz",-0.904412031758908,0.0446220844625858,0.00572672426671812,7.67669866582105
-0.742565003841364,0.549961734450418,"punk",0.0291628365244579,0.476746205357089,0.659886448249044,6.2263336815962
0.96060357626842,1.02042889756605,"jazz",0.494769022109004,0.502549566045276,-2.03095858244472,4.31764912944645
0.882463953401359,-1.33985617960951,"jazz",0.778732813489315,1.22744979593527,-0.695508885831598,3.59553785995218
-0.948772832850864,0.181034667009354,"classic",0.124548926816024,-0.433755408361817,1.44890240964506,8.20216052858151
-0.835607358513019,1.965417987611,"punk",0.580067867438697,0.0683785209094919,-0.788796134679057,5.33247273638716
-0.0379254411932236,1.11532155042869,"classic",0.605448475641526,0.439026422730529,-1.15795271642324,4.90431199459179
0.355163917325084,0.283488360081655,"classic",-0.44282644592003,0.503077814311074,-1.62207555093399,6.03514409195094
1.16073638417581,-1.61146784066404,"jazz",-0.558501120022798,2.16301932318118,1.00843266875378,4.38553998405277
0.0806040370338103,1.11509275174126,"punk",0.224725233118497,0.0476117091763655,-0.0983205513920435,6.25999381188273
-0.827066464034217,-0.570871144664477,"classic",-0.881683394835719,-0.688487865943508,0.53947253143514,8.9317473832885
2.30573240989112,-0.52976194655062,"classic",0.137160877781745,0.999512395072685,-0.137296265294814,5.06917383152404
0.767234676228569,-0.652220964156075,"jazz",0.276203568299124,-2.11848960529438,2.36622375977953,10.6487887813347
0.532486566005486,-0.254064663794497,"punk",0.508681864445253,0.588076106073107,-1.22158360846514,4.82234209142702
0.454417931587134,-1.37713043286637,"jazz",-0.867541863754519,1.38900829289784,-1.24199148069692,4.90863547179028
0.603384466880363,-1.14019052852515,"jazz",0.113379717800699,-0.14010041508659,0.469869457836293,7.0980681367815
4.31717326396012,3.80167482089312,"punk",2.50136912209187,-2.76632928988902,4.20653977687095,14.235167722035
1.73180099379562,-0.0704227672856405,"jazz",-0.927805798387952,-1.95614464612501,1.45815066330022,11.7396232617012
0.608384957302736,1.81738303598711,"classic",-0.244358286493237,0.529837906198289,-1.77021748071626,5.70575016187359
-0.243009631518344,-2.62876574197405,"classic",0.75587002984722,0.472826123499461,0.515428326858455,5.29799679973798
-1.28533596640137,-0.379112213455512,"jazz",-0.0233151721871871,0.310937860607783,0.579604621098123,6.42839417443186
1.86393932595968,0.214451773014192,"punk",-0.288009851715696,-1.51612990502311,0.39694714182975,9.79248869632677
-1.43947815919401,0.199894341124026,"jazz",0.919536811411716,-0.778279579567738,0.618629748777106,7.28893062436813
